material_id,chem_formula,R$_0$,B,Gd_chemenv,num_Gd_chemenvs,Gd_wyckoff,num_Gd_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Gd_sites,num_CN_env,num_charge_states,GdX_coordn,GdO_coordn,mean_coordn_Gd-X,min_coordn_Gd-X,max_coordn_Gd-X,mean_coordn_Gd-O,min_coordn_Gd-O,max_coordn_Gd-O,mean_Gd_charge,min_Gd_charge,max_Gd_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_GdO_BondL
mp-541177,GdVO3,1.2928588043807152,1.3098689357711288,Square-face bicapped trigonal prism,1,2i,1,"[1.6627067877569481, 1.6630195946817632]",0.0,1.6628631912193557,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-V,0.0,-3.252683904,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,V,,,,O,,,Gd,,B > 1,Positive B,2.4591375943571694
mp-541513,NaGdTiO4,1.013800394336663,1.591232859638025,Dodecahedron with triangular faces - p2345 plane normalized,1,4d,1,[4.587291460723251],0.0,4.587291460723251,ABCD4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Na-O-Ti,0.014734301785697,-3.352549628887522,2.2462,4,Orthorhombic,mmm,Pbcm,oxide,Na,,Ti,,,,"N, O",,,Gd,,B > 1,Positive B,2.4760632245758742
mp-541789,CsGd(CO3)2,1.935843786821754,0.5200399581965967,"Dodecahedron with triangular faces - p2345 plane normalized, Tricapped triangular prism (three square-face caps)",2,2i,1,"[3.29737249995459, 1.180097471695267]",0.0,2.2387349858249284,ABC2D6,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Cs-Gd-O,0.0,-2.536257019465517,2.7456,4,Triclinic,-1,P-1,carbonate,Cs,,,,,,"C, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.472282576421122
mp-542469,Gd2Si2O7,2.0702508210324577,0.3700939115944592,"Square-face bicapped trigonal prism, Octahedron",2,2i,1,"[2.653142507704389, 1.779437338877187, 3.441575752396146, 2.772938819579224]",0.0,2.6617736046392366,A2B2C7,2,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",SCAN,Gd-O-Si,0.011054239090926,-3.61866881181818,2.7971,3,Triclinic,-1,P-1,oxide,,,,,,Si,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4032142473115012
mp-542515,Gd2Te4O11,2.2909567346186805,0.1457036099721418,Square-face bicapped trigonal prism,1,4f,1,[1.572208078885666],0.0,1.572208078885666,A2B4C11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Gd-O-Te,0.0,-2.279731501274508,0.248,3,Monoclinic,2/m,C2/c,oxide,,,,,,Te,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4132975134179544
mp-542831,Gd2SiO5,1.8729015436358505,0.6292124980956947,"Face-capped octahedron, Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,4e,1,"[4.07380621981458, 3.417010047336166]",0.0,3.7454081335753733,AB2C5,2,2,1,"[7.0, 9.0]","[7.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Gd-O-Si,0.0,-3.73295124156251,3.0808,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Si,"O, S",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4473800759876236
mp-545404,SrGd2Al2O7,0.6441761153539483,1.7455474883135729,Tricapped triangular prism (three square-face caps),1,2e,1,[3.100324675716116],0.0,3.100324675716116,AB2C2D7,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Gd-O-Sr,0.028618060624999,-3.612123938749999,0.0331,4,Tetragonal,4/mmm,I4/mmm,oxide,,Sr,,,Al,,"O, S",,,Gd,,B > 1,Positive B,2.521060707268948
mp-553938,KGd(WO4)2,2.2541106790601413,0.155983423693292,Square-face bicapped trigonal prism,1,2e,1,[1.422391376245331],0.0,1.422391376245331,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-K-O-W,0.000350389583333,-2.6604434064375013,3.1609,4,Monoclinic,2/m,C2/c,oxide,K,,W,,,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.42069757352701
mp-554005,KGdCO3F2,1.7152589377568817,0.7328448228356738,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[0.913443006820528],0.0,0.913443006820528,ABCD2E3,1,1,1,[8.0],[4.0],8.0,8.0,8.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Lanthanides, Nonmetals",GGA,C-F-Gd-K-O,0.0,-3.112354259968749,0.4727,5,Orthorhombic,mmm,Fddd,carbonate,K,,,,,,"C, O",F,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4460235101388905
mp-554519,Gd4Ti(SeO)4,1.942602389838034,0.4899155848653237,Pentagonal pyramid,1,2i,1,"[9.054503922431852, 8.041402955930891]",1.0,8.547953439181372,AB4C4D4,1,2,1,"[8.0, 8.0]","[4.0, 3.0]",8.0,8.0,8.0,3.5,3.0,4.0,3.0,3.0,3.0,2.0,2,2,"Se2-, O2-","Lanthanides, Nonmetals, Transition Metals",GGA,Gd-O-Se-Ti,0.0,-2.977144272516025,0.3285,4,Monoclinic,2/m,C2/m,oxide,,,Ti,,,,"O, S, Se",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3104098916788045
mp-554636,Gd2B(OF)3,2.0630453684035794,0.3844819414600993,"Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",2,4e,1,"[2.06914668682725, 1.672935555059691, 1.173447194566689, 1.82421099324551]",0.0,1.684935107424785,AB2C3D3,2,3,1,"[8.0, 9.0, 9.0]","[3.0, 4.0, 7.0]",8.666666666666666,8.0,9.0,4.666666666666667,3.0,7.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-F-Gd-O,0.0,-3.877133116574075,2.7369,4,Monoclinic,2/m,P2_1/c,fluoride,,,,,,B,O,F,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4569193656197337
mp-555084,GdWClO4,1.5788906078968323,0.9022990872467418,Dodecahedron with triangular faces - p2345 plane normalized,1,2i,1,[0.8410338526255081],0.0,0.8410338526255081,ABCD4,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cl-Gd-O-W,0.009864430714285,-2.736215803571429,2.5471,4,Monoclinic,2/m,C2/m,perchlorate,,,W,,,,"C, O",Cl,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4652548796416145
mp-555179,GdMoO4F,2.208123372534202,0.2076731907375197,Square antiprism,1,4e,1,[1.685716316007794],0.0,1.685716316007794,ABCD4,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,F-Gd-Mo-O,0.0,-2.964993430357145,1.3117,4,Monoclinic,2/m,P2_1/c,fluoride,,,Mo,,,,O,F,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4284922565287617
mp-555331,KGdPdO3,2.442310522110952,0.0299122073954633,Square-face capped trigonal prism,1,2i,1,[4.063426281521868],0.0,4.063426281521868,ABCD3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Gd-K-O-Pd,0.036451414249997,-2.299209349541667,0.7150000000000001,4,Monoclinic,2/m,C2/m,oxide,K,,Pd,,,,"O, P",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.434316796999737
mp-555485,Rb2GdGa(SiO3)4,1.717816847294389,0.8543328448482796,Pentagonal bipyramid,1,4f,1,[1.009815299454123],0.0,1.009815299454123,ABC2D4E12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Gd-O-Rb-Si,0.0,-3.131916617875,3.3463,5,Monoclinic,2/m,C2/c,oxide,Rb,,,,Ga,Si,"O, S",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4278498255189356
mp-555598,KGd(PO3)4,2.3733988437307807,0.0493082267045936,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.127494417113476],0.0,1.127494417113476,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Gd-K-O-P,0.001108700416637,-2.90718741060119,3.2157,4,Monoclinic,2/m,C2/c,phosphite,K,,,,,,"O, P",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4226955231125276
mp-556551,GdSeClO3,1.983745976636575,0.4447701081066789,Pentagonal bipyramid,1,4c,1,[1.447473003632832],0.0,1.447473003632832,ABCD3,1,1,1,[7.0],[5.0],7.0,7.0,7.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals",GGA,Cl-Gd-O-Se,0.0,-2.458682263723958,2.993,4,Orthorhombic,mmm,Pnma,chlorate,,,,,,,"C, O, S, Se",Cl,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.357981582281319
mp-556905,GdMg(BO2)5,2.004671821498794,0.4554682261269695,Square-face bicapped square antiprism,1,4e,1,[4.282675224317461],0.0,4.282675224317461,ABC5D10,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-Mg-O,0.00244751811274,-3.093301214019607,2.2877,4,Monoclinic,2/m,P2_1/c,metaborate,,Mg,,,,B,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.50683091307114
mp-5575,GdTaO4,2.284980026454672,0.1515808984562738,Square antiprism,1,2e,1,[2.384942226359023],0.0,2.384942226359023,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-Ta,0.005695656666667,-3.51763472538889,0.2627,3,Monoclinic,2/m,C2/c,oxide,,,Ta,,,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3983385878442895
mp-557538,Na2Gd2MgSi4(O6F)2,1.707506302744477,0.76296752104901,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[1.908094001186493],0.0,1.908094001186493,AB2C2D2E4F12,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,F-Gd-Mg-Na-O-Si,0.0,-3.391383516424289,3.4316,6,Monoclinic,2/m,P2_1/c,fluoride,Na,Mg,,,,Si,"N, O, S",F,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4324069094574647
mp-557626,Gd2TiO5,2.313019357763925,0.0636750661594376,Face-capped octahedron,1,4c,1,"[3.115690290576696, 2.73737145518741]",0.0,2.926530872882053,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-Ti,0.0,-3.676114017708332,3.1401,3,Orthorhombic,mmm,Pnma,oxide,,,Ti,,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3698366385688026
mp-558122,GdSClO4,1.716396070907269,0.7331103397570142,Square-face monocapped antiprism,1,4e,1,[1.676744836242627],0.0,1.676744836242627,ABCD4,1,1,1,[9.0],[6.0],9.0,9.0,9.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals",GGA,Cl-Gd-O-S,0.0,-2.622907859999999,1.9163,4,Monoclinic,2/m,P2_1/c,perchlorate,,,,,,,"C, O, S",Cl,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4676412168565296
mp-558152,GdAg(PO3)4,2.089290508274111,0.3479735942009379,Square antiprism,1,4e,1,[1.042580944932899],0.0,1.042580944932899,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ag-Gd-O-P,0.001282464236133,-2.704469561957672,2.3239,4,Monoclinic,2/m,P2_1/c,phosphite,,,Ag,,,,"O, P",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.432607641370483
mp-558487,GdP5O14,2.2286808583113578,0.1751864594582535,Square antiprism,1,4e,1,[0.30995409457899004],0.0,0.30995409457899004,AB5C14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Gd-O-P,0.0,-2.814009589410713,3.180799999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, P",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4017996828071477
mp-558965,Gd4Si2Se3O7,2.116092191848409,0.3579202848899444,"Trigonal prism, Tricapped triangular prism (three square-face caps)",2,"8g, 8h",2,"[1.669979457511856, 1.3856806854205241]",0.0,1.52783007146619,A2B3C4D7,2,2,1,"[9.0, 6.0]","[6.0, 3.0]",7.5,6.0,9.0,4.5,3.0,6.0,3.0,3.0,3.0,2.0,2,2,"Se2-, O2-","Lanthanides, Metalloids, Nonmetals",GGA,Gd-O-Se-Si,0.003296716692705,-3.174619841689453,1.0029,4,Tetragonal,4/mmm,I4_1/amd,oxide,,,,,,Si,"O, S, Se",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.485220966916203
mp-559032,GdMoClO4,1.740680228414606,0.7338832791517957,Dodecahedron with triangular faces - p2345 plane normalized,1,2i,1,[0.769503241047356],0.0,0.769503241047356,ABCD4,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cl-Gd-Mo-O,0.0,-2.669957998571429,2.4595,4,Monoclinic,2/m,C2/m,perchlorate,,,Mo,,,,"C, O",Cl,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4563910420286255
mp-559288,Gd(PO3)3,1.8677573351822208,0.6074992079384481,Dodecahedron with triangular faces - p2345 plane normalized,1,2a,1,[0.5907129125813191],0.0,0.5907129125813191,AB3C9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Gd-O-P,0.013977920288462,-2.979352516840658,1.3121,3,Orthorhombic,222,C222_1,phosphite,,,,,,,"O, P",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4214643457208336
mp-559706,Li3Gd(BO3)2,1.3273283869586214,1.1451256995143275,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[2.473762378825845],0.0,2.473762378825845,AB2C3D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",r2SCAN,B-Gd-Li-O,0.0,-2.960003497569446,3.1764,4,Monoclinic,2/m,P2_1/c,orthoborate,Li,,,,,B,O,,,Gd,,B > 1,Positive B,2.427258820171441
mp-559799,KGd(PO3)4,2.1052870336168894,0.3193718658054593,Square antiprism,1,4e,1,[0.47247861321994805],0.0,0.47247861321994805,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Gd-K-O-P,0.0,-2.908296111017856,3.482599999999999,4,Monoclinic,2/m,P2_1/c,phosphite,K,,,,,,"O, P",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4203145703800617
mp-560018,GdCu(MoO4)2,2.363191369116496,0.0444254732285714,Square antiprism,1,8c,1,[0.42612204195857406],0.0,0.42612204195857406,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Gd-Mo-O,0.012386187395836,-2.264521184270833,0.0823,4,Orthorhombic,mmm,Pbca,oxide,,,"Cu, Mo",,,,"C, O",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.423000605433713
mp-560489,Gd(IO3)3,2.3898661033235964,0.0034444605619294,Square-face bicapped trigonal prism,1,4e,1,[1.4977951877704752],0.0,1.4977951877704752,AB3C9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",SCAN,Gd-I-O,0.009704319807694,-1.083154476923075,3.1205,3,Monoclinic,2/m,P2_1/c,iodate,,,,,,,O,I,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3932990417074747
mp-560513,Gd3Si2Cl5O6,1.881395886627113,0.5707278724256429,"Hexagonal bipyramid, Pentagonal bipyramid",2,"4j, 2e",2,"[0.7725495021410801, 1.178367948111033]",0.0,0.9754587251260565,A2B3C5D6,2,2,1,"[7.0, 8.0]","[2.0, 6.0]",7.5,7.0,8.0,4.0,2.0,6.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Cl-Gd-O-Si,0.0,-3.214715929687501,2.531,4,Monoclinic,2/m,C2/m,oxide,,,,,,Si,"C, O, S",Cl,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4440187739126342
mp-561131,NaGd(PO3)4,2.0924150249514666,0.3430126397386274,Square antiprism,1,4e,1,[0.828592875115825],0.0,0.828592875115825,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Gd-Na-O-P,0.00124101775463,-2.895489390691708,3.3984,4,Monoclinic,2/m,P2_1/c,phosphite,Na,,,,,,"N, O, P",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.430839218775845
mp-561138,RbGd(PO3)4,2.121814388653916,0.3025720829886661,Square antiprism,1,4e,1,[0.418366085613433],0.0,0.418366085613433,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Gd-O-P-Rb,0.0,-2.911017439642857,3.4649,4,Monoclinic,2/m,P2_1/c,phosphite,Rb,,,,,,"O, P",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4202740936566363
mp-561177,Gd3BWO9,1.5481036234013277,1.0464530428083978,Dodecahedron with triangular faces - p2345 plane normalized,1,6c,1,[2.4978040273411652],0.0,2.4978040273411652,ABC3D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Gd-O-W,0.006823297797613,-3.338328356369049,3.2389,4,Hexagonal,6,P6_3,oxide,,,W,,,B,O,,,Gd,,B > 1,Positive B,2.455895192488802
mp-561584,Gd2GeO5,1.9231992920868488,0.5994382896064916,"Square antiprism, Face-capped octahedron",2,4e,1,"[3.548023671934095, 3.834189106447413]",0.0,3.691106389190754,AB2C5,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Gd-Ge-O,0.0,-3.295220659375009,0.0,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Ge,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.420842435648597
mp-565757,Gd2WO6,2.140134328009103,0.2905911524068226,"Face-capped octahedron, Square-face capped trigonal prism",2,4a,1,"[2.46980813014084, 4.115469147008509]",0.0,3.2926386385746746,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-W,0.0,-3.259663490833334,0.0,3,Orthorhombic,222,P2_12_12_1,oxide,,,W,,,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.370947998158449
mp-566293,K3Gd5(PO4)6,1.787933370417034,0.667433189623147,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face monocapped antiprism",2,"4f, 2e",2,"[2.243136167331235, 4.463617872729167, 3.58672606785932]",0.0,3.4311600359732406,A3B5C6D24,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Gd-K-O-P,0.006088415394726,-3.270373851042293,2.7396000000000003,4,Monoclinic,2/m,C2/c,phosphate,K,,,,,,"O, P",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.473414405438839
mp-5690,GdScO3,0.5046396946512177,2.275657575868548,Square-face bicapped trigonal prism,1,4c,1,[1.972798891763622],0.0,1.972798891763622,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-Sc,0.0,-3.813671382499998,3.1418,3,Orthorhombic,mmm,Pnma,oxide,,,Sc,,,,"O, S",,,Gd,,B > 1,Positive B,2.51490543419001
mp-573001,CsGd(PO3)4,1.994418990406192,0.4348654973248493,Square antiprism,1,4e,1,[0.41016433909765304],0.0,0.41016433909765304,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Cs-Gd-O-P,0.0,-2.909968551845923,3.418299999999999,4,Monoclinic,2/m,P2_1/c,phosphite,Cs,,,,,,"C, O, P",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4222128882623872
mp-581229,Gd2Ge2O7,2.1165061593248966,0.3465087943229487,"Dodecahedron with triangular faces - p2345 plane normalized, Square antiprism, Square-face bicapped trigonal prism, Square-face capped trigonal prism, Tricapped triangular prism (two square-face caps and one triangular-face cap)",5,1a,1,"[3.305945533077972, 3.785345086397323, 2.134295797356173, 2.687967868015538, 3.091001018854306, 2.60338068010259, 2.800336043755825, 3.8077397895372913, 3.447978538635188, 2.830600523148709, 2.6788123149589103, 2.345919566864032]",0.0,2.959943563391988,A2B2C7,5,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Gd-Ge-O,0.0,-2.9951654519696973,2.7793,3,Triclinic,1,P1,oxide,,,,,,Ge,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4381924968697293
mp-581285,LiGd6B3O14,1.988571607720888,0.4858171101816381,"Cube, Face-capped octahedron, Square-face capped trigonal prism",3,4e,1,"[2.781257235063763, 3.4593111268864, 2.8963638352769303, 2.332128658655959, 2.948919110701623, 5.441446722822112]",0.167,3.3099044482344646,AB3C6D14,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-Li-O,0.008145955578696,-3.538679029930556,2.8935999999999997,4,Monoclinic,2/m,P2_1/c,oxide,Li,,,,,B,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4058517310224343
mp-582378,Gd2Mo(SeO4)3,2.374582759906809,0.0563452945893018,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2,2i,1,"[2.226468162158965, 1.199984223586353]",0.0,1.7132261928726589,AB2C3D12,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Mo-O-Se,0.0,-2.239024236223958,0.0,4,Triclinic,-1,P-1,oxide,,,Mo,,,,"O, S, Se",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.432991260964376
mp-582797,Gd2MoO6,2.2324111071158126,0.2139059301052169,"Cube, Square antiprism",2,"4f, 2e",2,"[3.605100023801108, 1.508912023804283, 2.765456121779631]",0.0,2.6264893897950072,AB2C6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-Mo-O,0.0,-3.140404400555556,2.1748,3,Monoclinic,2/m,C2/c,oxide,,,Mo,,,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4312412958325345
