material_id,chem_formula,R$_0$,B,Dy_chemenv,num_Dy_chemenvs,Dy_wyckoff,num_Dy_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Dy_sites,num_CN_env,num_charge_states,DyX_coordn,DyO_coordn,mean_coordn_Dy-X,min_coordn_Dy-X,max_coordn_Dy-X,mean_coordn_Dy-O,min_coordn_Dy-O,max_coordn_Dy-O,mean_Dy_charge,min_Dy_charge,max_Dy_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_DyO_BondL
mp-768313,Dy2TeO6,1.950775464085469,0.4791254258061353,"Face-capped octahedron, Square-face capped trigonal prism",2,4a,1,"[2.42161280396965, 4.129779677317023]",0.0,3.2756962406433363,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Dy-O-Te,0.0,-3.023561665555556,3.006599999999999,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,,Te,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3436915633564004
mp-768317,Dy2SiO5,1.8913244865542835,0.576927243459086,"Octahedron, Pentagonal bipyramid",2,4f,1,"[3.541909572483603, 4.657908839808975]",0.0,4.09990920614629,AB2C5,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Dy-O-Si,0.0,-3.6991925871875,4.6662,3,Monoclinic,2/m,C2/c,oxide,,,,,,Si,"O, S",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.316337847506084
mp-768638,Dy3Sb5O12,2.014913160561884,0.3607397678233399,Cube,1,6d,1,[3.178173209149743],0.0,3.178173209149743,A3B5C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Dy-O-Sb,0.0,-2.664730390750001,3.1684,3,Cubic,-43m,I-43m,oxide,,,,,,Sb,"O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.408429257819632
mp-769015,DyGaO3,1.9369330277292296,0.4528828501071473,Face-capped octahedron,1,"4b, 2a",2,"[2.374662547730739, 2.654041320812224]",0.0,2.5143519342714815,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Dy-Ga-O,0.024861314766658,-3.038216715150001,2.8765,3,Hexagonal,6mm,P6_3cm,oxide,,,,,Ga,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3249470813372803
mp-769213,Dy2(SeO4)3,1.9584398496077804,0.4419345934072572,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[1.5319177405507],0.0,1.5319177405507,A2B3C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Dy-O-Se,0.0313357860294,-1.707065821599264,3.0307,3,Monoclinic,2/m,C2/c,oxide,,,,,,,"O, S, Se",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.385695925429249
mp-769222,Dy2Pb2O7,2.010351210149093,0.4289742939473245,Cube,1,4d,1,[0.7551394027938321],0.0,0.7551394027938321,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Dy-O-Pb,0.0,-2.5488151693939383,1.1816,3,Cubic,m-3m,Fd-3m,oxide,,,,,Pb,,"O, P",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.4381454947581824
mp-7703,DyTaO4,2.1727335538530363,0.2454493121831839,Square antiprism,1,2e,1,[2.030498525129852],0.0,2.030498525129852,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-Ta,0.0,-3.589035489555556,4.0284,3,Monoclinic,2/m,P2/c,oxide,,,Ta,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.365851392196313
mp-770416,Dy2WO6,2.295123948378137,0.0970657259026806,Square-face capped trigonal prism,1,8c,1,"[1.69268104867766, 2.079226636526365]",0.0,1.8859538426020126,AB2C6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-O-W,0.00157007986111,-3.309871926342591,3.2102,3,Orthorhombic,mmm,Pbca,oxide,,,W,,,,O,,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3436446193667284
mp-770559,Dy2WO6,2.192389008726728,0.1621927074980058,"Cube, Square antiprism, Square-face capped trigonal prism",3,"2f, 4g, 2e",3,"[3.082366580333162, 2.954010936913559, 1.607327269481368]",0.0,2.5479015955760294,AB2C6,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-W,0.0,-3.311442006203702,3.653799999999999,3,Monoclinic,2/m,P2/c,oxide,,,W,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.336556409062581
mp-770570,Dy2WO6,2.088178707982259,0.3029288265135457,"Face-capped octahedron, Square-face capped trigonal prism",2,4a,1,"[2.291336177756942, 4.027897295214462]",0.0,3.159616736485702,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-W,0.015830488888889,-3.295611517314813,3.797,3,Orthorhombic,222,P2_12_12_1,oxide,,,W,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.328909259926122
mp-770816,Dy2TiO5,2.3134888136731573,0.0155930981173054,Face-capped octahedron,1,4c,1,"[3.086426566715871, 2.749564961322119]",0.0,2.917995764018995,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-Ti,0.0,-3.774263398333332,3.2941000000000003,3,Orthorhombic,mmm,Pnma,oxide,,,Ti,,,,O,,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.328821752091772
mp-771141,Dy2Cu2O5,1.9213756488702487,0.5203297304966021,Face-capped octahedron,1,8d,1,[3.419816374400064],0.0,3.419816374400064,A2B2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Cu-Dy-O,0.037544963888883,-2.494266796250002,0.072099999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Cu,,,,"C, O",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.350552936499764
mp-771147,Dy2P4O13,1.844072292169208,0.579856207157681,Pentagonal bipyramid,1,4c,1,[1.430741223578853],0.0,1.430741223578853,A2B4C13,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Dy-O-P,0.006542325526336,-2.948712690363407,5.7595,3,Orthorhombic,222,C222_1,oxide,,,,,,,"O, P",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.3153828588679946
mp-771165,Dy2TiO5,2.477651020481958,-0.241024659850874,"Face-capped octahedron, Octahedron",2,4c,1,"[3.23386866013769, 1.948258139150711]",0.0,2.5910633996442005,AB2C5,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Ti,0.047312042812482,-3.726951355520849,3.1928,3,Orthorhombic,mmm,Pnma,oxide,,,Ti,,,,O,,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.3049063063672492
mp-771306,Dy2P4O13,1.6794847364049226,0.7908168586596906,Square-face bicapped trigonal prism,1,4f,1,[2.740797285962435],0.0,2.740797285962435,A2B4C13,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Dy-O-P,0.036574229605278,-2.918680786284466,5.5746,3,Monoclinic,2/m,C2/c,oxide,,,,,,,"O, P",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.4211294143412188
mp-772760,Dy2Zr2O7,2.05019987510751,0.4255110428254897,"Square-face bicapped trigonal prism, Face-capped octahedron",2,2a,1,"[4.781121362325243, 2.019330082896501, 1.792478955913878, 2.585317116999245]",0.0,2.794561879533717,A2B2C7,2,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Zr,0.038280534999998,-3.812094826022726,4.0748,3,Monoclinic,2,P2_1,oxide,,,Zr,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.425031511695428
mp-772793,Dy2Ge2O7,1.7334763249980256,0.8214999177528834,Square-face capped trigonal prism,1,8b,1,[3.451092399509978],0.0,3.451092399509978,A2B2C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Dy-Ge-O,0.0,-3.059176502575755,3.7413,3,Tetragonal,422,P4_12_12,oxide,,,,,,Ge,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.352710010363885
mp-772882,Dy2Ge2O7,2.1186767719447284,0.3015275563915609,"Square-face bicapped trigonal prism, Square-face capped trigonal prism, Octahedron",3,2i,1,"[2.460681767397271, 2.442066953613111, 2.9200893742614333, 3.9747559998096422]",0.0,2.9493985237703644,A2B2C7,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Dy-Ge-O,0.028013551590908,-3.031162950984847,3.6624,3,Triclinic,-1,P-1,oxide,,,,,,Ge,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3918276892660457
mp-773011,Dy2Ge2O7,2.351853703535272,0.0668325539232727,Face-capped octahedron,1,8d,1,[2.727764091380994],0.0,2.727764091380994,A2B2C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Dy-Ge-O,0.029404000909089,-3.029772501666666,3.562299999999999,3,Orthorhombic,mmm,Pnma,oxide,,,,,,Ge,O,,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3683711200511715
mp-778968,Rb3DyO3,1.9830632318913408,0.5727177321029298,Tetrahedron,1,4e,1,[1.5244418124115562],0.0,1.5244418124115562,AB3C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Dy-O-Rb,0.009609524285714,-2.21279218845238,2.4322,3,Monoclinic,2/m,P2_1/c,oxide,Rb,,,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.149043468714675
mp-779125,DyP5O14,2.1243906726134822,0.2784478258380979,Square antiprism,1,4e,1,[0.365309886000658],0.0,0.365309886000658,AB5C14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Dy-O-P,0.01245358875,-2.564512041494046,5.5993,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, P",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3995522391323094
mp-779420,Dy2P4O13,1.9169982644759127,0.5072722409321491,Octahedron,1,4e,1,"[2.058356373394079, 0.41802430569702803]",0.0,1.2381903395455536,A2B4C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Dy-O-P,0.026916135921069,-2.928338879968675,5.6512,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, P",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.2729020785435075
mp-779463,Dy2P4O13,1.952252206833854,0.4543251110178642,Octahedron,1,4e,1,"[0.9020541550811001, 0.9709573399835401]",0.0,0.9365057475323201,A2B4C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Dy-O-P,0.020592164210542,-2.934662851679202,5.5686,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, P",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.273692933875271
mp-779546,Cs3DyO3,2.250823578482737,-0.3396618914612418,Tetrahedron,1,2i,1,[1.6593138213680492],0.0,1.6593138213680492,AB3C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Cs-Dy-O,0.022976344285719,-2.119473083571425,2.4078,3,Monoclinic,2/m,C2/m,oxide,Cs,,,,,,"C, O",,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.1480105956100406
mp-779893,DyP5O14,2.238109579092165,0.1666860276644182,Square-face bicapped trigonal prism,1,4c,1,[0.9911797824720141],0.0,0.9911797824720141,AB5C14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Dy-O-P,0.009136358500001,-2.567829271744045,5.4349,3,Orthorhombic,mmm,Pnma,oxide,,,,,,,"O, P",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3874386860671954
mp-782639,Dy2WO6,2.178315311499791,0.248546723031412,"Cube, Square antiprism",2,"4f, 2e",2,"[3.144639633164535, 2.906091284752403, 1.208838188764943]",0.0,2.4198563688939605,AB2C6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-O-W,0.036328405555556,-3.275113600648146,2.9726,3,Monoclinic,2/m,C2/c,oxide,,,W,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.407482109170905
mp-8323,Dy2S2O,2.125654048674271,0.1834647900223329,"Square antiprism, Octahedron",2,4c,1,"[2.052856810995497, 1.5594697790488752]",0.0,1.8061632950221862,AB2C2,2,2,1,"[6.0, 8.0]","[1.0, 3.0]",7.0,6.0,8.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2,2,"S2-, O2-","Lanthanides, Nonmetals",r2SCAN,Dy-O-S,0.006593179750002,-2.9639614231249998,2.170099999999999,3,Orthorhombic,mmm,Pnma,oxide,,,,,,,"O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.2472199763323326
mp-8324,Dy2S2O,2.551704665533324,-0.4078943333958803,"Square-face capped trigonal prism, Trigonal prism",2,4e,1,"[2.191399088878517, 2.583785788207225]",0.0,2.387592438542871,AB2C2,2,2,1,"[6.0, 7.0]","[3.0, 1.0]",6.5,6.0,7.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2,2,"S2-, O2-","Lanthanides, Nonmetals",r2SCAN,Dy-O-S,0.004018458750003,-2.966536144124998,2.5624,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, S",,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.254877713726935
mp-8974,Ba3Dy4O9,2.4374981871610824,-0.2180722047799658,"Octahedron, Trigonal prism",2,1a,1,"[0.41671731609574203, 0.316500111530485, 0.52297492530029, 0.44513509513041005]",0.0,0.4253318620142318,A3B4C9,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",r2SCAN,Ba-Dy-O,0.011114276875002,-3.560952405729166,3.2313,3,Trigonal,3,R3,oxide,,Ba,,,,B,O,,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.2847973561183963
mp-9740,BaDy2PdO5,0.9660413724815052,1.5619886458443035,Square-face bicapped trigonal prism,1,4h,1,[2.7310340953701733],0.0,2.7310340953701733,ABC2D5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Dy-O-Pd,0.01197508138889,-3.061456264814813,1.7855999999999992,4,Tetragonal,4/mmm,P4/mbm,oxide,,Ba,Pd,,,B,"O, P",,,Dy,,B > 1,Positive B,2.426847248007853
mp-976726,LiDyO2,1.734158220971505,0.8285427040804929,Octahedron,1,4c,1,[0.5333674832538771],0.0,0.5333674832538771,ABC2,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Dy-Li-O,0.0,-3.288713784999998,4.5644,3,Orthorhombic,mmm,Pnma,oxide,Li,,,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.289893918568356
mp-9807,KDy(CO3)2,1.726996056623855,0.7011751228913418,Square antiprism,1,2e,1,[2.128537864013706],0.0,2.128537864013706,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Dy-K-O,0.0,-2.574853865891666,4.2456,4,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.382080678927564
