material_id,chem_formula,R$_0$,B,Ho_chemenv,num_Ho_chemenvs,Ho_wyckoff,num_Ho_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ho_sites,num_CN_env,num_charge_states,HoX_coordn,HoO_coordn,mean_coordn_Ho-X,min_coordn_Ho-X,max_coordn_Ho-X,mean_coordn_Ho-O,min_coordn_Ho-O,max_coordn_Ho-O,mean_Ho_charge,min_Ho_charge,max_Ho_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_HoO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-770830,HoBiO3,2.2757220349868543,0.020349838434140333,Octahedron,1,4b,1,[0.038583863688512],0.0,0.038583863688512,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.2860888535548907,GGA,Bi-Ho-O,0.035860140375,-2.602768850999999,2.9128,3,Orthorhombic,mmm,Pnma,oxide,None,None,None,None,Bi,B,"H, O",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-770873,Ho2WO6,2.1714027528831457,0.24485368756566003,"Cube, Square antiprism",2,"4f, 2e",2,"[1.218822111619935, 2.954271534287565, 3.104402441963344]",0.0,2.4258320292902815,AB2C6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.396056569906462,GGA_U,Ho-O-W,0.038510259166667005,-3.2789128530555542,2.9212,3,Monoclinic,2/m,C2/c,oxide,None,None,W,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-771762,Ho3Sb5O12,2.002860422065618,0.36093447063008555,no_data,1,no_data,1,no_data,0.0,no_data,A3B5C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.396587263027278,r2SCAN,Ho-O-Sb,0.0,-2.668668722,3.1437,3,Cubic,-43m,I-43m,oxide,None,None,None,None,None,Sb,"H, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-772627,Ho2(WO4)3,2.37580126956016,0.010124428981848236,Square-face bicapped trigonal prism,1,4f,1,[2.237524130079944],0.0,2.237524130079944,A2B3C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.38182185693353,GGA_U,Ho-O-W,0.045300781323525004,-2.7419752694117623,3.9512,3,Monoclinic,2/m,C2/c,oxide,None,None,W,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-772638,Ho2WO6,2.157696915617056,0.2395076297812416,"Cube, Face-capped octahedron, Bicapped octahedron (cap faces with one edge in common)",3,4a,1,"[4.151403061621166, 3.02595209069125, 2.186700120169775, 4.9039621610081054]",0.0,3.567004358372574,AB2C6,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3740573982523645,GGA_U,Ho-O-W,0.015459084166666002,-3.3019640280555542,3.6719,3,Orthorhombic,222,P2_12_12_1,oxide,None,None,W,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-775211,Ho2WO6,2.180619282796634,0.1618004953734669,"Cube, Square antiprism, Square-face capped trigonal prism",3,"4g, 2f, 2e",3,"[3.070588557502794, 2.976220370014449, 1.6159277006106811]",0.0,2.554245542709308,AB2C6,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3241884839716227,r2SCAN,Ho-O-W,0.0,-3.317423112222221,3.643,3,Monoclinic,2/m,P2/c,oxide,None,None,W,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-779144,Rb3HoO3,1.9739023772386801,0.557405450974338,Tetrahedron,1,4e,1,[1.519210628944025],0.0,1.519210628944025,AB3C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.135849134277568,r2SCAN,Ho-O-Rb,0.006856966428571001,-2.22297009392857,2.1344,3,Monoclinic,2/m,P2_1/c,oxide,Rb,None,None,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-779147,Ho2P4O13,1.9071151716050943,0.499421979517645,Octahedron,1,4e,1,"[1.6614488265726952, 0.383833335592246]",0.0,1.0226410810824706,A2B4C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.257798538704074,GGA,Ho-O-P,0.024294985877192,-3.147728031635337,5.4863,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"H, O, P",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-779522,Ho2P4O13,1.6345906522226585,0.7984170743779071,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[2.745938458564352],0.0,2.745938458564352,A2B4C13,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.3805762925960483,r2SCAN,Ho-O-P,0.038069808114034,-3.133953209398497,5.5393,3,Monoclinic,2/m,C2/c,oxide,None,None,None,None,None,None,"H, O, P",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-779637,Ho2P4O13,1.824286302824741,0.5867594279895497,Pentagonal bipyramid,1,4c,1,[1.411323282005591],0.0,1.411323282005591,A2B4C13,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.3024220713505867,r2SCAN,Ho-O-P,0.0034749183771910002,-3.168548099135339,5.6319,3,Orthorhombic,222,C222_1,oxide,None,None,None,None,None,None,"H, O, P",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-779737,Ho2P4O13,1.9546662988722932,0.4267525745543351,Octahedron,1,4e,1,"[0.8020637781991911, 0.7998616103660471]",0.0,0.8009626942826191,A2B4C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.2566015508438855,GGA,Ho-O-P,0.017926475350876003,-3.154096542161654,5.4328,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"H, O, P",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-779846,HoTa3O9,2.6972279382831794,-0.1776423265372459,Tricapped triangular prism (three square-face caps),1,4c,1,[1.681352573425472],0.0,1.681352573425472,AB3C9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.461773658446286,GGA,Ho-O-Ta,0.026392858846165,-3.295431823615394,2.675099999999999,3,Orthorhombic,mmm,Pnma,oxide,None,None,Ta,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [-1, -0.1]",Negative B
mp-850193,HoBO3,2.125234337307458,0.29489870189866074,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",2,2i,1,"[3.3307437477676842, 5.385790172876996]",0.5,4.35826696032234,ABC3,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.39787865336017,GGA,B-Ho-O,0.033013539,-3.524040383833331,5.367,3,Triclinic,-1,P-1,orthoborate,None,None,None,None,None,B,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-850779,HoTa7O19,2.015421400692756,0.4408120971447363,Bicapped octahedron (opposed cap faces),1,2e,1,[4.507573374793727],0.0,4.507573374793727,AB7C19,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.457634984793458,GGA,Ho-O-Ta,0.007090164444445,-3.195317559679012,3.1601,3,Hexagonal,-6m2,P-6c2,oxide,None,None,Ta,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-850864,Ho2TiO5,2.4182954577944624,-0.17537621224166625,"Face-capped octahedron, Octahedron",2,4c,1,"[3.088604915628055, 1.958825728739606]",0.0,2.5237153221838304,AB2C5,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.2923961026455086,GGA,Ho-O-Ti,0.044328158437483,-3.735471880520847,3.2076000000000002,3,Orthorhombic,mmm,Pnma,oxide,None,None,Ti,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [-1, -0.1]",Negative B
mp-8888,HoAl3(PbO4)2,2.012232796833554,0.45322840488579175,Hexagonal bipyramid,1,4c,1,[1.255498210151183],0.0,1.255498210151183,AB2C3D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",2.4763247071794394,GGA,Al-Ho-O-Pb,0.022721093389138,-2.986323307857141,3.117899999999999,4,Cubic,m-3m,Pn-3m,oxide,None,None,None,None,"Al, Pb",None,"H, O, P",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-9785,BaHo2PdO5,0.9753987510408637,1.5405186358517622,Square-face bicapped trigonal prism,1,4h,1,[2.742897745348528],0.0,2.742897745348528,ABC2D5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.4152961470467558,GGA,Ba-Ho-O-Pd,0.019735465138891,-3.066203472777775,1.943799999999999,4,Tetragonal,4/mmm,P4/mbm,oxide,None,Ba,Pd,None,None,B,"H, O, P",None,None,Ho,None,B > 1,Positive B
mp-9804,KHo(CO3)2,1.6875506137876202,0.7022468336934898,Square antiprism,1,2e,1,[2.1000840302265242],0.0,2.1000840302265242,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.3408807156190217,r2SCAN,C-Ho-K-O,0.0,-2.575092857725001,4.2739,4,Monoclinic,2/m,C2/c,carbonate,K,None,None,None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
